onset	duration	sample	value	trial_type
1.701171875	n/a	871	2	condition 2
1.904296875	n/a	975	22	condition 22
11.55078125	n/a	5914	2	condition 2
11.75390625	n/a	6018	22	condition 22
19.3984375	n/a	9932	2	condition 2
19.60351562	n/a	10037	22	condition 22
26.6015625	n/a	13620	2	condition 2
26.8046875	n/a	13724	22	condition 22
36.06054688	n/a	18463	2	condition 2
36.265625	n/a	18568	22	condition 22
45.90820312	n/a	23505	2	condition 2
46.11132812	n/a	23609	22	condition 22
53.11328125	n/a	27194	2	condition 2
53.31640625	n/a	27298	22	condition 22
60.94335938	n/a	31203	2	condition 2
61.15039062	n/a	31309	22	condition 22
62.43554688	n/a	31967	23	condition 23
68.99609375	n/a	35326	2	condition 2
69.19921875	n/a	35430	22	condition 22
76.84375	n/a	39344	2	condition 2
77.046875	n/a	39448	22	condition 22
84.89648438	n/a	43467	2	condition 2
85.09960938	n/a	43571	22	condition 22
94.37109375	n/a	48318	2	condition 2
94.57421875	n/a	48422	22	condition 22
104.21875	n/a	53360	2	condition 2
104.421875	n/a	53464	22	condition 22
105.7128906	n/a	54125	23	condition 23
111.421875	n/a	57048	2	condition 2
111.6269531	n/a	57153	22	condition 22
120.8984375	n/a	61900	2	condition 2
121.1015625	n/a	62004	22	condition 22
130.7460938	n/a	66942	2	condition 2
130.9492188	n/a	67046	22	condition 22
138.796875	n/a	71064	2	condition 2
139.0019531	n/a	71169	22	condition 22
146.6464844	n/a	75083	2	condition 2
146.8496094	n/a	75187	22	condition 22
153.8496094	n/a	78771	2	condition 2
154.0527344	n/a	78875	22	condition 22
163.6816406	n/a	83805	2	condition 2
163.8847656	n/a	83909	22	condition 22
170.8847656	n/a	87493	2	condition 2
171.0898438	n/a	87598	22	condition 22
178.7167969	n/a	91503	2	condition 2
178.9199219	n/a	91607	22	condition 22
188.1914062	n/a	96354	2	condition 2
188.3964844	n/a	96459	22	condition 22
196.2441406	n/a	100477	2	condition 2
196.4472656	n/a	100581	22	condition 22
205.71875	n/a	105328	2	condition 2
205.921875	n/a	105432	22	condition 22
213.5683594	n/a	109347	2	condition 2
213.7695312	n/a	109450	22	condition 22
223.4140625	n/a	114388	2	condition 2
223.6191406	n/a	114493	22	condition 22
231.484375	n/a	118520	2	condition 2
231.6875	n/a	118624	22	condition 22
238.6875	n/a	122208	2	condition 2
238.890625	n/a	122312	22	condition 22
245.875	n/a	125888	2	condition 2
246.078125	n/a	125992	22	condition 22
247.3496094	n/a	126643	23	condition 23
253.9121094	n/a	130003	2	condition 2
254.1132812	n/a	130106	22	condition 22
263.7578125	n/a	135044	2	condition 2
263.9609375	n/a	135148	22	condition 22
265.2480469	n/a	135807	23	condition 23
271.6074219	n/a	139063	2	condition 2
271.8085938	n/a	139166	22	condition 22
281.0800781	n/a	143913	2	condition 2
281.2832031	n/a	144017	22	condition 22
290.5566406	n/a	148765	2	condition 2
290.7597656	n/a	148869	22	condition 22
298.609375	n/a	152888	2	condition 2
298.8105469	n/a	152991	22	condition 22
308.4550781	n/a	157929	2	condition 2
308.6601562	n/a	158034	22	condition 22
315.6601562	n/a	161618	2	condition 2
315.8632812	n/a	161722	22	condition 22
