onset	duration	sample	trial_type
0.625	n/a	320	61440
6.357421875	n/a	3255	61442
6.560546875	n/a	3359	61462
14.20507812	n/a	7273	61442
14.41015625	n/a	7378	61462
24.0546875	n/a	12316	61442
24.2578125	n/a	12420	61462
33.52929688	n/a	17167	61442
33.73242188	n/a	17271	61462
41.58203125	n/a	21290	61442
41.78515625	n/a	21394	61462
48.78515625	n/a	24978	61442
48.98828125	n/a	25082	61462
56.6171875	n/a	28988	61442
56.82226562	n/a	29093	61462
64.66796875	n/a	33110	61442
64.87109375	n/a	33214	61462
72.51757812	n/a	37129	61442
72.72070312	n/a	37233	61462
82.36523438	n/a	42171	61442
82.56835938	n/a	42275	61462
91.84179688	n/a	47023	61442
92.046875	n/a	47128	61462
93.33203125	n/a	47786	61463
99.04492188	n/a	50711	61442
99.25	n/a	50816	61462
108.8769531	n/a	55745	61442
109.0800781	n/a	55849	61462
116.7246094	n/a	59763	61442
116.9296875	n/a	59868	61462
118.2167969	n/a	60527	61463
124.7773438	n/a	63886	61442
124.9804688	n/a	63990	61462
126.2695312	n/a	64650	61463
134.2519531	n/a	68737	61442
134.4570312	n/a	68842	61462
135.7441406	n/a	69501	61463
141.4570312	n/a	72426	61442
141.6601562	n/a	72530	61462
149.4902344	n/a	76539	61442
149.6953125	n/a	76644	61462
150.984375	n/a	77304	61463
156.7128906	n/a	80237	61442
156.9160156	n/a	80341	61462
166.1699219	n/a	85079	61442
166.3730469	n/a	85183	61462
176.0195312	n/a	90122	61442
176.2226562	n/a	90226	61462
183.8671875	n/a	94140	61442
184.0703125	n/a	94244	61462
185.359375	n/a	94904	61463
193.7148438	n/a	99182	61442
193.9199219	n/a	99287	61462
195.2070312	n/a	99946	61463
200.9199219	n/a	102871	61442
201.1230469	n/a	102975	61462
208.7519531	n/a	106881	61442
208.9550781	n/a	106985	61462
210.2421875	n/a	107644	61463
216.8027344	n/a	111003	61442
217.0058594	n/a	111107	61462
218.2949219	n/a	111767	61463
226.2792969	n/a	115855	61442
226.4824219	n/a	115959	61462
227.7714844	n/a	116619	61463
234.3300781	n/a	119977	61442
234.5332031	n/a	120081	61462
235.8222656	n/a	120741	61463
244.1816406	n/a	125021	61442
244.3828125	n/a	125124	61462
245.6699219	n/a	125783	61463
251.3828125	n/a	128708	61442
251.5878906	n/a	128813	61462
260.84375	n/a	133552	61442
261.0449219	n/a	133655	61462
268.6894531	n/a	137569	61442
268.8925781	n/a	137673	61462
270.1835938	n/a	138334	61463
276.7421875	n/a	141692	61442
276.9453125	n/a	141796	61462
278.2324219	n/a	142455	61463
286.5898438	n/a	146734	61442
286.7949219	n/a	146839	61462
293.7949219	n/a	150423	61442
294	n/a	150528	61462
301.625	n/a	154432	61442
301.828125	n/a	154536	61462
303.1171875	n/a	155196	61463
311.1015625	n/a	159284	61442
311.3046875	n/a	159388	61462
318.3046875	n/a	162972	61442
318.5078125	n/a	163076	61462
319.7988281	n/a	163737	61463
327.796875	n/a	167832	61442
328	n/a	167936	61462
329.2890625	n/a	168596	61463
335.6464844	n/a	171851	61442
335.8496094	n/a	171955	61462
345.4941406	n/a	176893	61442
345.6992188	n/a	176998	61462
346.9863281	n/a	177657	61463
353.546875	n/a	181016	61442
353.75	n/a	181120	61462
361.5976562	n/a	185138	61442
361.8007812	n/a	185242	61462
371.0742188	n/a	189990	61442
371.2773438	n/a	190094	61462
372.5664062	n/a	190754	61463
380.9414062	n/a	195042	61442
